itemid,mean,dev_std,min,max,sparse
0,2.4262745e-05, 1.5178424e-05, 1.4187509e-05, 0.00011726544, 0.9811485340440999
1,3.156014e-05, 3.0223355e-05, 6.089468e-06, 0.0002916338, 0.9677732008723043
2,2.1951422e-05, 1.0178544e-05, 1.4495468e-05, 9.580763e-05, 0.9642355221710686
3,2.3434079e-05, 1.0593751e-05, 1.8398681e-05, 5.8401438e-05, 0.9981584686212746
4,6.053915e-05, 5.7634443e-05, 1.8496e-05, 0.00019647145, 0.9967046280591229
5,2.6541204e-05, 1.8033568e-05, 1.1946228e-05, 0.00017624424, 0.9733462563605525
6,0.00023652418, 0.00037551523, 1.3819864e-05, 0.002417401, 0.9833292948873273
7,5.2020263e-05, 5.9312486e-05, 1.602867e-05, 0.00040677848, 0.9864792827719894
8,1.9493838e-05, 3.878066e-06, 1.8284281e-05, 3.856936e-05, 0.9963653985946208
9,0, 0, 0, 0, 1
10,2.7475911e-05, 2.1240834e-05, 1.1378474e-05, 0.00015527553, 0.9865277441240611
11,2.0421568e-05, 5.425681e-06, 1.8794666e-05, 3.862347e-05, 0.9976253937484856
12,2.7357059e-05, 2.170703e-05, 9.348193e-06, 0.0001712796, 0.9666585897746547
13,1.8773193e-05, 6.989059e-08, 1.8555089e-05, 1.8814988e-05, 0.998933850254422
14,1.8788987e-05, 2.3574858e-08, 1.8665045e-05, 1.8799734e-05, 0.9969469348194815
15,3.7002443e-05, 4.4576045e-05, 6.742887e-06, 0.00057514454, 0.9448509813423794
16,2.2310343e-05, 1.10252695e-05, 1.7037013e-05, 9.708576e-05, 0.9827962200145384
17,1.8733483e-05, 9.144262e-08, 1.8452633e-05, 1.8810182e-05, 0.9988369275502786
18,1.8811294e-05, 2.9933571e-09, 1.8804523e-05, 1.8817576e-05, 0.9987884661982069
19,2.2893673e-05, 1.1448164e-05, 1.49918e-05, 0.0001328894, 0.9700024230676035
20,5.070794e-05, 6.0993614e-05, 1.5796883e-05, 0.00046319846, 0.9777077780470075
21,4.4925542e-05, 5.883483e-05, 1.0689682e-06, 0.0005339116, 0.95105403440756
22,1.9701813e-05, 6.1575092e-06, 1.3218708e-05, 5.6858364e-05, 0.9774170099345771
