itemid,mean,dev_std,min,max,sparse
0,0.012874302, 0.014358076, 4.6732253e-05, 0.08169494, 0.9897746547128665
1,0.014635122, 0.02346435, 4.301603e-06, 0.2006877, 0.9878846619820693
2,0.0137752695, 0.014372823, 1.02018685e-05, 0.07750069, 0.9779985461594378
3,0.020578321, 0.016289635, 9.181303e-05, 0.04881269, 0.9988853889023503
4,0.01760662, 0.026749184, 6.540569e-05, 0.1332184, 0.9974315483401986
5,0.015522013, 0.017535247, 1.5050566e-05, 0.10225007, 0.9889992730797189
6,0.027137656, 0.027857482, 2.1133794e-05, 0.12791912, 0.9908892658105161
7,0.02222496, 0.031015651, 4.645545e-05, 0.22168657, 0.9942815604555367
8,0.009253932, 0.011667988, 1.3103142e-06, 0.05764687, 0.9952992488490429
9,0.008558915, 0.010322158, 7.639699e-05, 0.049885824, 0.9971407802277683
10,0.01210838, 0.018822668, 1.1915585e-06, 0.12190262, 0.993700024230676
11,0.019444644, 0.016333334, 0.00205044, 0.08187743, 0.9978192391567725
12,0.010837801, 0.013901948, 8.316602e-06, 0.075058825, 0.9870123576447782
13,0.026233356, 0.014771669, 0.0006188207, 0.047313314, 0.999127695662709
14,0.012895567, 0.017082844, 0.0023201185, 0.042469736, 0.9998061545917131
15,0.012859091, 0.015987508, 2.504103e-05, 0.16814095, 0.9787739277925854
16,0.009287889, 0.013437489, 1.8881642e-06, 0.07479257, 0.9905984976980857
17,0.006253124, 0.007337651, 0.00027143085, 0.027797889, 0.9982069299733463
18,0, 0, 0, 0, 1
19,0.009831289, 0.011666933, 6.085474e-06, 0.05955041, 0.983571601647686
20,0.019264273, 0.02416377, 4.9021473e-06, 0.14717682, 0.9892415798400775
21,0.014003751, 0.017816251, 1.0013023e-06, 0.14089695, 0.9817300702689605
22,0.009368412, 0.01198991, 1.0485813e-05, 0.06423157, 0.9873515871092804
23,0.013873715, 0.01756169, 1.0340624e-05, 0.13554642, 0.9793554640174461
24,0.014517412, 0.01725628, 8.129045e-06, 0.12350387, 0.969227041434456
25,0.027340723, 0.020655772, 0.0013927249, 0.08086926, 0.996850012115338
26,0.012270276, 0.013962315, 3.0474814e-05, 0.10002228, 0.9658347467894355
27,0.013074461, 0.016224112, 2.9411563e-06, 0.16521902, 0.9644293675793555
28,0.01387229, 0.016846094, 1.8903024e-06, 0.15126812, 0.9659316694935789
29,0, 0, 0, 0, 1
30,0.013359828, 0.016681679, 8.805132e-05, 0.107691206, 0.9972861642839835
31,0.022720188, 0.021276366, 0.00042009092, 0.0846185, 0.9964138599466925
32,0.014200906, 0.016517302, 4.3858337e-05, 0.12842146, 0.9720862612066876
33,0.01781046, 0.020223128, 2.2374603e-05, 0.1284883, 0.9848800581536225
34,0.013412465, 0.016988805, 1.2977068e-05, 0.07340062, 0.9941361763993215
35,0.014303788, 0.015880557, 1.125742e-05, 0.09690866, 0.9845892900411921
36,0.01542786, 0.014376831, 0.000109158405, 0.061075367, 0.9961230918342622
37,0.015033782, 0.015893223, 1.1172999e-06, 0.098025404, 0.9602132299491156
38,0.014325248, 0.017484732, 1.1166954e-05, 0.1590887, 0.9847346740974073
39,0.013294237, 0.017604645, 7.432399e-06, 0.09972249, 0.9952992488490429
40,0.014723974, 0.009052185, 4.6587407e-05, 0.024065703, 0.9976738551005573
41,0.011844121, 0.0143937785, 1.6676997e-06, 0.066299126, 0.9912769566270899
42,0.013534987, 0.019447181, 6.0992654e-05, 0.20155972, 0.9842015992246184
43,0.020300638, 0.020666333, 0.0016859898, 0.08446971, 0.9974800096922705
44,0.016976627, 0.004328711, 0.0023219604, 0.020080887, 0.9978677005088442
45,0.022251315, 0.025649171, 2.6504022e-05, 0.15259072, 0.9937969469348195
46,0.0166646, 0.01594237, 1.6149896e-05, 0.07620633, 0.9757208626120669
47,0.005846801, 0.007549404, 1.1061973e-05, 0.02554239, 0.998933850254422
48,0.008179269, 0.011212522, 4.977971e-06, 0.05946089, 0.9923915677247395
49,0.020080209, 0.029062653, 0.0003083178, 0.11520839, 0.9993215410709959
50,0.027185785, 0.029664943, 3.3769145e-06, 0.18978533, 0.9972861642839835
51,0.013829683, 0.016841937, 1.4178533e-05, 0.14381692, 0.9845408286891204
52,0.024720648, 0.033859834, 4.04309e-06, 0.16978809, 0.9975284710443422
53,0.017658766, 0.017831147, 0.00022000047, 0.09826308, 0.9943300218076084
54,0.015065228, 0.014714055, 0.00020818388, 0.09009671, 0.9974315483401986
55,0.013839176, 0.02029322, 2.1994526e-06, 0.18103026, 0.9852677489701963
56,0.016146071, 0.01942252, 2.4843707e-06, 0.17557466, 0.9620062999757694
57,0.011976928, 0.015502914, 9.383277e-06, 0.15205729, 0.9818754543251756
58,0.015122783, 0.012172833, 4.322938e-05, 0.029664606, 0.9979161618609159
59,0.010384173, 0.013259328, 1.485811e-05, 0.071677364, 0.9862854373637024
60,0.012686241, 0.0145367, 3.2404332e-06, 0.08873997, 0.9813423794523867
61,0.008305196, 0.012018038, 4.3371285e-05, 0.060782954, 0.9966561667070511
62,0.025919044, 0.017607152, 0.0030102858, 0.106162384, 0.9985461594378483
63,0, 0, 0, 0, 1
64,0.011395877, 0.01176716, 1.5611722e-05, 0.049537342, 0.9960746304821905
65,0.013982206, 0.016168926, 4.951105e-06, 0.09812355, 0.9738793312333414
66,0.022848459, 0.017832212, 0.0010334863, 0.0442938, 0.998933850254422
67,0.013225664, 0.014612401, 1.5571823e-05, 0.112641916, 0.9862854373637024
68,0.008855834, 0.010045555, 0.0002178786, 0.036800303, 0.99859462078992
69,0.016774675, 0.015767457, 1.8265004e-05, 0.09235109, 0.9716016476859705
70,0.014008297, 0.01629362, 1.7585859e-07, 0.08988691, 0.9896292706566513
71,0.011964933, 0.013603766, 1.0695237e-05, 0.06975792, 0.9860915919554155
72,0.01772199, 0.017933168, 0.00016219437, 0.068336755, 0.9963169372425491
73,0.01480263, 0.017709924, 1.813431e-05, 0.15652798, 0.9779500848073661
74,0.015934711, 0.014868533, 0.0002207163, 0.056424133, 0.9972861642839835
75,0.0145735275, 0.017108615, 7.7160366e-05, 0.15752448, 0.9650593651562879
76,0.011377038, 0.0169072, 2.8080778e-05, 0.11777922, 0.991955415556094
77,0.0111947665, 0.012630127, 0.00020366708, 0.06367578, 0.9959777077780471
78,0.013156075, 0.015222049, 1.1896329e-05, 0.07509759, 0.9884661982069299
79,0.011200472, 0.009949445, 0.00014514566, 0.027507432, 0.9970923188756966
80,0.016382836, 0.01847463, 1.4335375e-05, 0.11278752, 0.9468378967773201
81,0.01151173, 0.0143025145, 0.00010468304, 0.072339274, 0.9965107826508359
82,0.01090072, 0.015062587, 4.1512856e-05, 0.12549302, 0.9905015749939423
83,0.02410323, 0.028410241, 0.00041300175, 0.11391125, 0.9962200145384056
84,0.014942928, 0.016340138, 1.37719735e-05, 0.098000474, 0.9783862369760117
85,0.028938064, 0.029907683, 0.00022667511, 0.13825308, 0.998255391325418
86,0.007864073, 0.013052394, 7.4763244e-05, 0.060111646, 0.9968015507632663
87,0.019904343, 0.017284434, 0.0047184136, 0.05283813, 0.9997576932396414
88,0.012604809, 0.014530903, 2.8084278e-05, 0.10114411, 0.9867215895323479
89,0.015601684, 0.019123882, 9.5942105e-06, 0.16029808, 0.9809062272837412
90,0.014653603, 0.015026695, 1.5070102e-05, 0.093169816, 0.984443905984977
91,0.008524797, 0.011167595, 4.8113703e-05, 0.06078019, 0.9911315725708747
92,0.012888948, 0.01743031, 6.2666606e-07, 0.15797701, 0.9815846862127453
93,0.0131685175, 0.0132084675, 4.0431136e-05, 0.07534456, 0.9903077295856555
94,0.019096345, 0.016505495, 0.00048327885, 0.065615974, 0.9976738551005573
95,0.014570188, 0.019788727, 4.0569228e-07, 0.12153475, 0.9911315725708747
96,0.016340638, 0.016401852, 9.7731245e-06, 0.10632501, 0.977804700751151
97,0.017975178, 0.018633164, 0.00038294157, 0.07110138, 0.99859462078992
98,0.013466923, 0.018367054, 0.00023985626, 0.07027892, 0.99859462078992
99,0.0077123023, 0.0102270525, 8.439538e-06, 0.079870686, 0.9926338744850981
100,0.017643265, 0.017350482, 1.3688694e-05, 0.08226433, 0.9885146595590018
101,0.009817552, 0.013397332, 8.16932e-05, 0.046091195, 0.998255391325418
102,0.013050262, 0.014396641, 4.907955e-06, 0.07226603, 0.9874969711654955
103,0.014121217, 0.01746731, 5.0801158e-05, 0.122077815, 0.9784831596801551
104,0.013579288, 0.018207643, 4.1018673e-05, 0.10548676, 0.9925854131330264
105,0.017914215, 0.022071408, 2.4032628e-05, 0.14447841, 0.9920038769081657
106,0.015313256, 0.022272138, 9.98628e-05, 0.11464162, 0.9962200145384056
107,0.022701694, 0.017614547, 9.9049925e-05, 0.08331812, 0.9983038526774897
108,0.013437736, 0.01683319, 2.5267752e-06, 0.13889931, 0.9739762539374849
109,0.012402739, 0.018467585, 2.1501106e-05, 0.11674012, 0.9954930942573298
110,0.021189936, 0.029493641, 4.6959027e-05, 0.18988349, 0.9926823358371698
111,0.014501696, 0.016192881, 0.00035232943, 0.06720928, 0.9968015507632663
112,0.0137503985, 0.015478642, 2.0356902e-05, 0.08528677, 0.9904531136418706
113,0.00988625, 0.008472963, 0.001089022, 0.028366681, 0.9994184637751393
114,0.0065522944, 0.008963922, 3.7708007e-05, 0.049982216, 0.9950569420886842
115,0.016602673, 0.01708916, 3.7199283e-05, 0.099460065, 0.9913254179791616
116,0.017523894, 0.02030799, 0.00140514, 0.06666484, 0.9994184637751393
117,0.014564597, 0.01812614, 6.2354075e-06, 0.23082867, 0.9771262418221468
118,0.016109956, 0.016470034, 5.953137e-05, 0.06333227, 0.9950084807366125
119,0.01168483, 0.012642953, 2.0743022e-05, 0.050912272, 0.9975284710443422
120,0.010948229, 0.0134913195, 5.554656e-06, 0.10902115, 0.9808577659316695
121,0.011131857, 0.014681487, 1.8134302e-05, 0.10954007, 0.9888538890235038
122,0.007477736, 0.011634607, 1.1806573e-05, 0.06208786, 0.9905015749939423
123,0.0139761055, 0.015464883, 2.1182444e-05, 0.115063414, 0.9732008723043373
124,0.013680743, 0.015231461, 2.1451671e-05, 0.08157696, 0.9827962200145384
125,0.015471156, 0.019036587, 1.6071426e-05, 0.16089566, 0.9731524109522656
126,0.012473319, 0.014024851, 4.2495544e-06, 0.06518026, 0.9851223649139811
